Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Dudgi,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of Bagaita Tupala pond in village Durga Bagaita Mohalla.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Pali,,Project Details / Work Done / Welfare Scheme : Beautification of the pond located in village Nimmi Tola.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Piperwar,,Panchayat : Bachra North,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of the pond near Munshi Mahato's house in village Bachra.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Piperwar,,Panchayat : Bachra South,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of the pond on the land of Mukesh Mahato in village Hemandag Tola.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : Badam,,Project Details / Work Done / Welfare Scheme : Construction of ghat in Badmahi river in village Badam.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of road from village Gondalpura Durga Mandap of Block Barkagaon, Panchayat Gondalpura to Durga Mandap via Basti. (1560 m)",,9967500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of road from Block Keredari, Panchayat Kandaber Mata place to Sirma. (1.225 km)",,9999700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of guardwall on Haharo river in Padaria village of Sirma Panchayat under Barkagaon block.,,9876600,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of main road of Badam Panchayat under Barkagaon block. (2.800 km),,16927600,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Satgharwa bridge in Panchayat Hewai under Karedari block to Hewai main road via Rajendra Pasi's house. (1.350 km),,11785800,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from village Rajbagi of Panchayat Bariatu under Keredari block to Garrikhurd (1.400 km).,,11490700,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Dokatand Tola Main Road to upgraded school Bhaya Shanti Ashram School.,,20415500,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Udvah Irrigation Scheme on Badmahi River in village Kumardih.,,7166600,,Recommended Year / Year of Completion : 2016,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Water supply work in 25 community toilets.,,1727388,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Water supply work in 10 community toilets.,,460637,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 35 Anganwadi centers,,550191,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 35 Anganwadi centers,,550191,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 35 Anganwadi centers,,550191,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 13 Anganwadi centers,,683463,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 13 Anganwadi centers,,683463,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of new buildings of 06 Anganwadi centers,,2994600,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for strengthening/upgradation of KBS+2 High School, Chauparan.",,30734100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Arrangement of drinking water in Panchayat Bachhai Model School.,,1092640,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : R0N0 +2 High School in the post, miscellaneous work for promotion to the post.",,17253700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Renovation of CHC Chauparan,,8395200,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Barhi +2 High School, Barhi.",,32081700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Renovation of SDH Barhi,,7768400,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of blood bank with pathology lab, SBMCH",,46776500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Middle School, Suryapura.",,7530500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Necessary work for symptom certification of delivery room in Community Health Center Barhi.,,3158550,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Various works for the upgradation of upgraded middle school Jihu Arar.,,8610600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Necessary work for self-certification of delivery room in Community Health Centre, Chauparan.",,1391700,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Various works for upgradation of Upgraded Middle School, Bela.",,11457600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of middle school and stores.,,9999300,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Middle School, Chauparan.",,8285100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Middle School, Rampur.",,9091700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : ,,823445,,Recommended Year / Year of Completion : 2020,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : ,,823445,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Project +2 High School, Rampur.",,7570800,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from village Barwadih REO Road to Gayapahari of Panchayat Rampur under Block Chauparan.,,9821928,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : PCC road construction from Sanjay Yadav's house in village Padma to Karamtand Alinagar NH 33 main road.,,8242500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from village Kendua Kala of Panchayat Dadpur to upgraded middle school.,,6146200,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Chauparan,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of bridge on Koel river between village Belatand of Panchayat Selharakala and Panchayat Govindpur.,,9159300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 200 Anganwadi centers,,4000000,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Padma,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Atul Mishra's house in village Kandadaag towards Padma. (0.790 km),,5483200,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barhi,,Mandal:Barhi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Chorpahar foothills in Panchayat Khodhar village Kundwa to Banjhitugnri DBC pond via Surendra Ekka's house. (1.040 km),,7151800,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
